29469.jpg,3
aug_translation_2_1146.jpg,2
14104.jpg,0
29673.jpg,5
aug_horizontal_flip_2_43.jpg,2
13590.jpg,3
10363.jpg,0
9110.jpg,0
34721.jpg,2
31180.jpg,6
aug_translation_2_3293.jpg,2
31503.jpg,4
aug_horizontal_flip_0_904.jpg,0
16980.jpg,5
14234.jpg,5
aug_translation_4_248.jpg,4
27924.jpg,0
16459.jpg,3
24748.jpg,5
14862.jpg,2
8273.jpg,0
6309.jpg,5
aug_translation_5_4583.jpg,5
aug_horizontal_flip_5_4444.jpg,5
aug_translation_5_1689.jpg,5
aug_translation_0_2551.jpg,0
aug_horizontal_flip_1_891.jpg,1
aug_horizontal_flip_2_3058.jpg,2
19872.jpg,2
aug_translation_4_2779.jpg,4
12681.jpg,0
aug_rotation_4_1879.jpg,4
aug_translation_2_2001.jpg,2
8444.jpg,3
aug_horizontal_flip_6_2484.jpg,6
31007.jpg,2
35178.jpg,4
19469.jpg,2
15555.jpg,3
19294.jpg,4
aug_translation_4_2666.jpg,4
29771.jpg,5
aug_rotation_5_1470.jpg,5
aug_rotation_5_593.jpg,5
5659.jpg,0
aug_horizontal_flip_0_2942.jpg,0
25633.jpg,3
aug_horizontal_flip_0_1560.jpg,0
25662.jpg,2
aug_rotation_0_1208.jpg,0
30683.jpg,3
28095.jpg,2
2114.jpg,5
10632.jpg,4
20454.jpg,2
33810.jpg,5
8176.jpg,3
32387.jpg,3
2987.jpg,2
21656.jpg,3
aug_horizontal_flip_5_2712.jpg,5
23879.jpg,5
35543.jpg,2
aug_rotation_5_2893.jpg,5
aug_rotation_5_1595.jpg,5
14008.jpg,0
aug_translation_2_457.jpg,2
32459.jpg,5
16768.jpg,0
16221.jpg,3
28981.jpg,5
aug_rotation_0_3640.jpg,0
9974.jpg,4
aug_horizontal_flip_6_1936.jpg,6
2948.jpg,3
aug_rotation_5_1992.jpg,5
8445.jpg,3
33965.jpg,6
15695.jpg,3
aug_rotation_2_331.jpg,2
aug_translation_5_2729.jpg,5
28773.jpg,5
3118.jpg,4
aug_horizontal_flip_0_2522.jpg,0
31224.jpg,5
28427.jpg,3
2704.jpg,2
5325.jpg,3
aug_rotation_2_2532.jpg,2
17921.jpg,5
6460.jpg,4
2425.jpg,0
aug_translation_2_2913.jpg,2
aug_translation_5_4676.jpg,5
13555.jpg,6
8343.jpg,2
28485.jpg,6
4908.jpg,1
472.jpg,3
1014.jpg,3
aug_horizontal_flip_5_4867.jpg,5
22819.jpg,3
13512.jpg,3
aug_horizontal_flip_5_3521.jpg,5
33484.jpg,5
10943.jpg,6
9644.jpg,5
aug_translation_6_2478.jpg,6
28573.jpg,0
8730.jpg,2
10474.jpg,6
26911.jpg,2
aug_translation_0_3920.jpg,0
aug_horizontal_flip_5_1037.jpg,5
1233.jpg,0
aug_translation_5_4782.jpg,5
10652.jpg,3
28167.jpg,5
aug_translation_0_2986.jpg,0
4287.jpg,0
31377.jpg,3
5819.jpg,3
30097.jpg,3
5123.jpg,4
32427.jpg,3
10206.jpg,6
29370.jpg,3
aug_rotation_0_2700.jpg,0
33086.jpg,4
29577.jpg,3
29937.jpg,4
12489.jpg,0
aug_translation_2_2021.jpg,2
3142.jpg,0
aug_horizontal_flip_2_334.jpg,2
aug_rotation_2_2830.jpg,2
aug_rotation_4_299.jpg,4
aug_translation_1_590.jpg,1
aug_horizontal_flip_2_270.jpg,2
8772.jpg,0
17337.jpg,3
5633.jpg,0
11926.jpg,3
25515.jpg,0
20065.jpg,4
aug_rotation_4_1569.jpg,4
11508.jpg,3
17741.jpg,3
6859.jpg,6
14491.jpg,3
20903.jpg,4
24363.jpg,4
21205.jpg,6
aug_horizontal_flip_4_377.jpg,4
aug_translation_5_1327.jpg,5
7882.jpg,6
aug_translation_0_2591.jpg,0
aug_horizontal_flip_1_179.jpg,1
3947.jpg,4
25456.jpg,3
aug_horizontal_flip_0_3403.jpg,0
1947.jpg,4
3011.jpg,2
7179.jpg,4
33624.jpg,2
22254.jpg,3
35737.jpg,4
26942.jpg,3
aug_translation_1_1068.jpg,1
34444.jpg,4
aug_rotation_2_2649.jpg,2
3428.jpg,2
aug_rotation_5_4478.jpg,5
4962.jpg,3
9715.jpg,0
35791.jpg,2
24906.jpg,3
aug_translation_6_1442.jpg,6
aug_translation_0_2918.jpg,0
aug_translation_4_286.jpg,4
16845.jpg,6
aug_horizontal_flip_2_3099.jpg,2
24625.jpg,2
32486.jpg,4
aug_translation_5_4006.jpg,5
30065.jpg,6
8360.jpg,4
27395.jpg,6
aug_rotation_5_2851.jpg,5
6790.jpg,6
810.jpg,3
4654.jpg,0
2693.jpg,2
15881.jpg,2
aug_rotation_6_536.jpg,6
32737.jpg,3
aug_rotation_5_753.jpg,5
3950.jpg,2
3771.jpg,6
8105.jpg,6
aug_horizontal_flip_6_2306.jpg,6
20105.jpg,6
12020.jpg,2
aug_horizontal_flip_2_3795.jpg,2
21579.jpg,3
21384.jpg,3
29280.jpg,3
8416.jpg,1
12828.jpg,2
10100.jpg,0
11526.jpg,3
23315.jpg,0
14900.jpg,6
19902.jpg,3
623.jpg,3
23898.jpg,1
aug_rotation_2_568.jpg,2
3526.jpg,3
aug_rotation_6_2092.jpg,6
aug_horizontal_flip_0_1491.jpg,0
29294.jpg,2
aug_rotation_4_2270.jpg,4
16576.jpg,0
24458.jpg,6
2746.jpg,1
29979.jpg,3
16479.jpg,4
aug_rotation_5_667.jpg,5
2450.jpg,3
aug_translation_6_2430.jpg,6
aug_translation_0_1187.jpg,0
aug_rotation_2_3474.jpg,2
24224.jpg,3
20357.jpg,6
7273.jpg,6
aug_rotation_2_377.jpg,2
35262.jpg,4
aug_translation_5_4175.jpg,5
26507.jpg,3
5396.jpg,3
15085.jpg,6
9169.jpg,3
aug_horizontal_flip_5_2632.jpg,5
27422.jpg,3
aug_translation_1_436.jpg,1
aug_rotation_6_1771.jpg,6
aug_rotation_4_43.jpg,4
aug_translation_2_2894.jpg,2
30648.jpg,5
13455.jpg,2
2216.jpg,6
35014.jpg,6
35884.jpg,0
19910.jpg,3
31964.jpg,3
aug_horizontal_flip_1_930.jpg,1
31265.jpg,4
3635.jpg,5
3232.jpg,5
aug_rotation_4_654.jpg,4
12782.jpg,5
6967.jpg,6
aug_rotation_6_2519.jpg,6
34659.jpg,2
33543.jpg,1
aug_horizontal_flip_6_2676.jpg,6
16414.jpg,0
880.jpg,3
aug_translation_5_2091.jpg,5
13389.jpg,4
26503.jpg,3
9275.jpg,0
aug_rotation_2_1196.jpg,2
aug_translation_0_3422.jpg,0
18485.jpg,3
34432.jpg,1
aug_translation_0_1967.jpg,0
35668.jpg,6
aug_horizontal_flip_1_1457.jpg,1
6497.jpg,5
30253.jpg,2
9410.jpg,6
15002.jpg,0
5480.jpg,4
24154.jpg,5
20975.jpg,3
aug_rotation_2_127.jpg,2
25562.jpg,3
aug_horizontal_flip_2_390.jpg,2
27307.jpg,4
1993.jpg,3
25196.jpg,4
aug_translation_4_919.jpg,4
aug_translation_0_209.jpg,0
aug_rotation_5_456.jpg,5
aug_horizontal_flip_6_924.jpg,6
21598.jpg,2
11102.jpg,0
24909.jpg,4
13333.jpg,4
6082.jpg,0
33304.jpg,2
29051.jpg,2
aug_horizontal_flip_2_2943.jpg,2
25288.jpg,0
35706.jpg,4
6352.jpg,3
18513.jpg,2
aug_rotation_4_2323.jpg,4
19767.jpg,5
aug_translation_4_701.jpg,4
6777.jpg,2
24454.jpg,3
aug_translation_2_658.jpg,2
8186.jpg,6
aug_translation_5_3199.jpg,5
2918.jpg,3
aug_rotation_6_1819.jpg,6
5042.jpg,3
333.jpg,3
aug_translation_0_2766.jpg,0
aug_horizontal_flip_0_1955.jpg,0
aug_translation_0_227.jpg,0
aug_rotation_1_1594.jpg,1
aug_horizontal_flip_6_993.jpg,6
aug_horizontal_flip_1_109.jpg,1
21715.jpg,4
aug_horizontal_flip_0_3836.jpg,0
aug_horizontal_flip_2_2557.jpg,2
7244.jpg,3
28430.jpg,5
aug_rotation_5_3084.jpg,5
9799.jpg,6
30688.jpg,3
34221.jpg,4
35778.jpg,0
aug_translation_0_2390.jpg,0
9395.jpg,4
aug_rotation_2_2866.jpg,2
aug_translation_0_1793.jpg,0
9624.jpg,5
2393.jpg,5
5658.jpg,5
15599.jpg,3
35723.jpg,0
16659.jpg,0
34754.jpg,3
24098.jpg,2
1119.jpg,6
aug_translation_2_1565.jpg,2
aug_rotation_0_2703.jpg,0
29250.jpg,6
24228.jpg,3
aug_rotation_4_613.jpg,4
aug_horizontal_flip_0_3141.jpg,0
27584.jpg,3
aug_translation_5_859.jpg,5
3102.jpg,0
aug_rotation_0_3201.jpg,0
aug_horizontal_flip_4_512.jpg,4
32731.jpg,4
800.jpg,4
719.jpg,5
29789.jpg,3
30790.jpg,5
227.jpg,5
aug_translation_2_1384.jpg,2
20451.jpg,0
aug_translation_4_2297.jpg,4
aug_horizontal_flip_0_3481.jpg,0
aug_translation_0_260.jpg,0
30859.jpg,3
aug_horizontal_flip_6_1584.jpg,6
12313.jpg,2
20463.jpg,4
7180.jpg,0
2231.jpg,3
27161.jpg,3
12308.jpg,6
aug_rotation_5_3298.jpg,5
5931.jpg,6
32463.jpg,2
aug_rotation_0_2902.jpg,0
18356.jpg,3
32531.jpg,1
aug_translation_0_3138.jpg,0
4424.jpg,3
20071.jpg,0
3160.jpg,4
21282.jpg,4
aug_horizontal_flip_5_2387.jpg,5
4277.jpg,5
5437.jpg,6
33253.jpg,2
6987.jpg,2
2289.jpg,0
29368.jpg,5
13208.jpg,0
33477.jpg,2
14670.jpg,3
12888.jpg,6
aug_rotation_5_2728.jpg,5
13962.jpg,5
11209.jpg,4
aug_translation_1_97.jpg,1
22357.jpg,6
9885.jpg,4
aug_translation_4_208.jpg,4
16028.jpg,2
31855.jpg,2
5360.jpg,2
aug_rotation_2_1760.jpg,2
4286.jpg,6
aug_horizontal_flip_2_666.jpg,2
aug_translation_6_509.jpg,6
20318.jpg,3
22121.jpg,0
aug_horizontal_flip_2_1837.jpg,2
aug_translation_1_1578.jpg,1
24502.jpg,5
32761.jpg,2
27059.jpg,0
22037.jpg,2
aug_horizontal_flip_6_1067.jpg,6
aug_horizontal_flip_2_3528.jpg,2
4497.jpg,2
3243.jpg,3
17281.jpg,4
6510.jpg,2
5225.jpg,6
aug_horizontal_flip_2_1112.jpg,2
aug_translation_2_1839.jpg,2
29035.jpg,0
22734.jpg,6
aug_translation_6_442.jpg,6
aug_translation_0_1884.jpg,0
aug_translation_4_271.jpg,4
3033.jpg,4
2604.jpg,3
aug_translation_6_94.jpg,6
aug_horizontal_flip_4_2454.jpg,4
17714.jpg,0
12352.jpg,0
aug_horizontal_flip_0_2006.jpg,0
30388.jpg,5
aug_rotation_2_2505.jpg,2
10130.jpg,6
aug_translation_0_1415.jpg,0
14601.jpg,6
26594.jpg,5
aug_translation_5_2027.jpg,5
26041.jpg,6
32585.jpg,6
11200.jpg,0
7163.jpg,4
aug_horizontal_flip_6_1267.jpg,6
15189.jpg,4
10462.jpg,0
16308.jpg,3
aug_translation_5_2811.jpg,5
936.jpg,6
33226.jpg,5
29006.jpg,6
aug_translation_5_126.jpg,5
3310.jpg,3
5732.jpg,0
27700.jpg,4
30759.jpg,0
31526.jpg,2
23811.jpg,3
aug_horizontal_flip_6_2157.jpg,6
aug_horizontal_flip_5_2224.jpg,5
32992.jpg,0
10184.jpg,5
aug_rotation_1_1077.jpg,1
aug_translation_4_2222.jpg,4
aug_horizontal_flip_4_1665.jpg,4
34894.jpg,3
aug_translation_2_941.jpg,2
5738.jpg,3
31907.jpg,4
5285.jpg,2
34892.jpg,3
1128.jpg,2
aug_horizontal_flip_5_4268.jpg,5
17356.jpg,4
19918.jpg,3
28817.jpg,5
35335.jpg,4
9207.jpg,2
aug_horizontal_flip_6_2066.jpg,6
24028.jpg,4
aug_rotation_0_962.jpg,0
aug_horizontal_flip_6_2115.jpg,6
34121.jpg,4
aug_horizontal_flip_6_1564.jpg,6
29170.jpg,5
29102.jpg,5
30713.jpg,6
8094.jpg,5
11117.jpg,0
aug_translation_6_2612.jpg,6
24979.jpg,0
aug_horizontal_flip_5_3293.jpg,5
aug_translation_2_177.jpg,2
aug_translation_0_1505.jpg,0
31724.jpg,3
32750.jpg,6
35110.jpg,6
27978.jpg,3
aug_translation_6_1626.jpg,6
aug_horizontal_flip_5_3646.jpg,5
27456.jpg,6
6806.jpg,6
34769.jpg,6
aug_horizontal_flip_2_3549.jpg,2
aug_translation_5_3533.jpg,5
aug_translation_6_2388.jpg,6
29638.jpg,4
aug_translation_6_1578.jpg,6
aug_translation_0_3607.jpg,0
aug_horizontal_flip_5_516.jpg,5
8640.jpg,5
aug_rotation_5_4096.jpg,5
12379.jpg,3
aug_translation_0_1117.jpg,0
aug_horizontal_flip_0_619.jpg,0
7663.jpg,6
aug_horizontal_flip_6_662.jpg,6
15022.jpg,3
16612.jpg,4
12946.jpg,4
13831.jpg,0
11340.jpg,4
21211.jpg,6
aug_translation_2_2623.jpg,2
32526.jpg,5
3726.jpg,6
8603.jpg,6
28979.jpg,2
10779.jpg,5
19702.jpg,6
28176.jpg,3
9325.jpg,2
aug_rotation_5_3003.jpg,5
aug_horizontal_flip_2_722.jpg,2
18137.jpg,6
aug_translation_1_1485.jpg,1
27126.jpg,6
2376.jpg,6
aug_rotation_0_2842.jpg,0
aug_horizontal_flip_0_3502.jpg,0
aug_rotation_2_1026.jpg,2
aug_translation_0_903.jpg,0
aug_horizontal_flip_2_2129.jpg,2
33573.jpg,0
34003.jpg,4
35883.jpg,3
aug_rotation_1_1225.jpg,1
aug_rotation_0_2248.jpg,0
27860.jpg,6
9506.jpg,5
1124.jpg,0
aug_horizontal_flip_0_2362.jpg,0
20423.jpg,6
1438.jpg,0
13356.jpg,2
aug_horizontal_flip_5_3691.jpg,5
25902.jpg,3
14436.jpg,6
aug_rotation_2_2973.jpg,2
906.jpg,3
22278.jpg,5
aug_horizontal_flip_2_207.jpg,2
30764.jpg,4
23396.jpg,6
34325.jpg,2
aug_horizontal_flip_5_1123.jpg,5
11995.jpg,3
16063.jpg,4
16761.jpg,0
aug_horizontal_flip_5_16.jpg,5
26468.jpg,3
aug_horizontal_flip_4_1298.jpg,4
2498.jpg,0
12659.jpg,4
aug_horizontal_flip_0_3741.jpg,0
aug_translation_4_435.jpg,4
aug_horizontal_flip_6_259.jpg,6
21351.jpg,6
28164.jpg,3
4559.jpg,3
13961.jpg,0
aug_rotation_6_1216.jpg,6
25045.jpg,2
aug_translation_5_536.jpg,5
28401.jpg,0
32437.jpg,0
34006.jpg,3
34774.jpg,3
32258.jpg,3
21292.jpg,3
22835.jpg,4
aug_horizontal_flip_4_1442.jpg,4
aug_rotation_2_1492.jpg,2
4929.jpg,3
aug_horizontal_flip_1_257.jpg,1
31514.jpg,3
30108.jpg,5
26618.jpg,0
6789.jpg,0
11795.jpg,3
31469.jpg,6
26008.jpg,0
19828.jpg,2
32388.jpg,3
aug_horizontal_flip_5_4427.jpg,5
aug_horizontal_flip_5_1540.jpg,5
aug_horizontal_flip_4_2559.jpg,4
6630.jpg,6
20523.jpg,3
32309.jpg,3
aug_translation_2_1244.jpg,2
9385.jpg,3
aug_translation_2_244.jpg,2
aug_horizontal_flip_0_1330.jpg,0
10540.jpg,3
aug_horizontal_flip_5_4180.jpg,5
28198.jpg,0
aug_horizontal_flip_5_3507.jpg,5
aug_horizontal_flip_4_195.jpg,4
aug_translation_1_1148.jpg,1
aug_rotation_0_3328.jpg,0
23795.jpg,5
aug_rotation_2_1594.jpg,2
26578.jpg,3
2358.jpg,5
29388.jpg,6
aug_rotation_0_435.jpg,0
5116.jpg,6
aug_horizontal_flip_0_3252.jpg,0
33208.jpg,6
34704.jpg,0
aug_horizontal_flip_4_284.jpg,4
18590.jpg,5
19805.jpg,4
aug_horizontal_flip_0_3545.jpg,0
31070.jpg,6
10532.jpg,1
27517.jpg,3
6382.jpg,3
aug_translation_5_373.jpg,5
23082.jpg,6
aug_horizontal_flip_0_3631.jpg,0
aug_horizontal_flip_5_1214.jpg,5
28307.jpg,3
10519.jpg,4
aug_horizontal_flip_5_4501.jpg,5
aug_translation_5_117.jpg,5
33618.jpg,4
11552.jpg,3
21921.jpg,0
23545.jpg,6
17398.jpg,4
23737.jpg,4
aug_translation_5_1006.jpg,5
aug_horizontal_flip_5_796.jpg,5
3863.jpg,3
11106.jpg,6
aug_rotation_5_4465.jpg,5
aug_rotation_5_1770.jpg,5
32843.jpg,4
aug_rotation_5_1567.jpg,5
20743.jpg,0
14587.jpg,3
aug_translation_6_2208.jpg,6
aug_rotation_4_638.jpg,4
4192.jpg,4
12096.jpg,6
aug_translation_6_1824.jpg,6
8820.jpg,3
aug_rotation_1_286.jpg,1
aug_horizontal_flip_2_679.jpg,2
19659.jpg,3
19660.jpg,5
12687.jpg,6
aug_horizontal_flip_2_3750.jpg,2
13685.jpg,2
aug_horizontal_flip_5_4360.jpg,5
13248.jpg,1
aug_translation_5_4288.jpg,5
15732.jpg,4
aug_translation_4_1267.jpg,4
aug_rotation_0_4016.jpg,0
15509.jpg,4
18224.jpg,3
2158.jpg,6
2072.jpg,5
16754.jpg,2
24803.jpg,2
aug_rotation_4_2628.jpg,4
13395.jpg,0
aug_horizontal_flip_4_2012.jpg,4
aug_horizontal_flip_6_1854.jpg,6
aug_horizontal_flip_0_2653.jpg,0
15667.jpg,3
145.jpg,3
aug_horizontal_flip_6_1901.jpg,6
aug_translation_5_3245.jpg,5
19768.jpg,3
aug_translation_5_479.jpg,5
13174.jpg,6
26410.jpg,4
15357.jpg,3
aug_horizontal_flip_2_3521.jpg,2
23281.jpg,4
aug_horizontal_flip_2_878.jpg,2
9532.jpg,3
aug_horizontal_flip_6_1821.jpg,6
52.jpg,5
aug_rotation_0_1937.jpg,0
aug_translation_5_3274.jpg,5
3397.jpg,4
aug_horizontal_flip_5_1577.jpg,5
21562.jpg,3
9589.jpg,6
14370.jpg,5
9059.jpg,0
605.jpg,6
18071.jpg,3
3014.jpg,6
17662.jpg,4
31021.jpg,6
16102.jpg,0
21168.jpg,0
aug_horizontal_flip_5_1653.jpg,5
aug_translation_1_323.jpg,1
aug_horizontal_flip_2_1392.jpg,2
aug_translation_6_607.jpg,6
aug_rotation_5_2166.jpg,5
aug_translation_2_847.jpg,2
29546.jpg,4
14013.jpg,2
35438.jpg,4
1129.jpg,4
aug_rotation_2_1537.jpg,2
23769.jpg,3
aug_rotation_5_2307.jpg,5
aug_horizontal_flip_4_1359.jpg,4
2212.jpg,6
7989.jpg,3
aug_translation_0_3879.jpg,0
12786.jpg,4
aug_horizontal_flip_4_1243.jpg,4
aug_rotation_5_879.jpg,5
147.jpg,2
aug_horizontal_flip_2_2211.jpg,2
aug_rotation_4_2850.jpg,4
32822.jpg,5
aug_translation_0_457.jpg,0
8964.jpg,5
aug_horizontal_flip_2_461.jpg,2
15451.jpg,3
aug_horizontal_flip_5_2042.jpg,5
8119.jpg,2
aug_horizontal_flip_5_2625.jpg,5
694.jpg,6
3641.jpg,3
aug_horizontal_flip_6_33.jpg,6
25627.jpg,6
aug_translation_6_801.jpg,6
7158.jpg,2
16718.jpg,1
20862.jpg,3
33922.jpg,4
aug_horizontal_flip_0_1789.jpg,0
9496.jpg,3
aug_horizontal_flip_0_2765.jpg,0
aug_horizontal_flip_5_2564.jpg,5
aug_translation_6_241.jpg,6
16.jpg,3
aug_horizontal_flip_0_3453.jpg,0
26975.jpg,4
20833.jpg,6
aug_translation_0_2681.jpg,0
aug_horizontal_flip_0_2854.jpg,0
12738.jpg,6
29463.jpg,6
aug_horizontal_flip_1_428.jpg,1
33703.jpg,6
aug_translation_5_3577.jpg,5
aug_translation_6_2473.jpg,6
aug_horizontal_flip_2_2880.jpg,2
24483.jpg,5
1192.jpg,0
11409.jpg,3
aug_translation_6_812.jpg,6
aug_rotation_6_1460.jpg,6
35635.jpg,3
aug_rotation_2_2246.jpg,2
21699.jpg,3
33662.jpg,2
aug_horizontal_flip_0_89.jpg,0
aug_translation_0_3901.jpg,0
22965.jpg,2
aug_translation_6_200.jpg,6
20508.jpg,2
aug_translation_6_1619.jpg,6
aug_horizontal_flip_6_32.jpg,6
aug_rotation_2_719.jpg,2
22223.jpg,3
35478.jpg,6
22727.jpg,5
aug_horizontal_flip_4_484.jpg,4
6842.jpg,6
25325.jpg,3
25125.jpg,0
1282.jpg,3
aug_translation_5_4612.jpg,5
aug_horizontal_flip_0_3070.jpg,0
28672.jpg,6
aug_horizontal_flip_6_829.jpg,6
30165.jpg,0
14274.jpg,1
aug_rotation_6_2486.jpg,6
aug_horizontal_flip_6_1669.jpg,6
17897.jpg,3
aug_rotation_5_2227.jpg,5
aug_translation_0_2909.jpg,0
7400.jpg,4
35701.jpg,3
27447.jpg,2
10716.jpg,0
29273.jpg,2
31107.jpg,2
23913.jpg,2
aug_translation_0_1581.jpg,0
3826.jpg,3
aug_horizontal_flip_2_1441.jpg,2
aug_rotation_5_2967.jpg,5
3592.jpg,6
aug_rotation_2_1602.jpg,2
6507.jpg,3
aug_translation_2_2843.jpg,2
20183.jpg,0
21746.jpg,4
34463.jpg,3
13415.jpg,0
7928.jpg,3
aug_translation_4_381.jpg,4
12850.jpg,6
17966.jpg,4
aug_translation_6_713.jpg,6
17009.jpg,0
22750.jpg,3
23763.jpg,3
aug_horizontal_flip_6_78.jpg,6
aug_rotation_5_2037.jpg,5
27670.jpg,4
aug_rotation_2_2464.jpg,2
aug_horizontal_flip_0_1900.jpg,0
24314.jpg,6
19911.jpg,1
706.jpg,3
18815.jpg,3
9300.jpg,3
1531.jpg,4
18609.jpg,0
7632.jpg,2
24564.jpg,6
14843.jpg,4
aug_translation_0_3066.jpg,0
9989.jpg,3
aug_rotation_6_405.jpg,6
aug_rotation_5_212.jpg,5
33550.jpg,5
aug_rotation_5_644.jpg,5
28913.jpg,6
15663.jpg,2
29940.jpg,3
aug_horizontal_flip_2_2632.jpg,2
17423.jpg,6
18347.jpg,2
30523.jpg,4
16248.jpg,2
aug_horizontal_flip_0_2157.jpg,0
23726.jpg,3
aug_rotation_4_400.jpg,4
aug_translation_2_2194.jpg,2
25048.jpg,3
29850.jpg,0
aug_translation_5_4928.jpg,5
aug_translation_6_2583.jpg,6
13048.jpg,4
10016.jpg,0
35451.jpg,6
aug_horizontal_flip_2_2850.jpg,2
14330.jpg,4
4120.jpg,3
aug_rotation_2_3781.jpg,2
aug_horizontal_flip_5_3284.jpg,5
11333.jpg,3
aug_horizontal_flip_6_306.jpg,6
20324.jpg,4
35151.jpg,2
33619.jpg,6
14602.jpg,2
2716.jpg,5
aug_horizontal_flip_2_1921.jpg,2
9.jpg,2
17911.jpg,3
10925.jpg,0
31945.jpg,3
1936.jpg,3
aug_rotation_5_4555.jpg,5
aug_rotation_0_1734.jpg,0
aug_translation_2_2556.jpg,2
12607.jpg,5
10426.jpg,0
aug_rotation_2_2775.jpg,2
aug_translation_0_3600.jpg,0
aug_rotation_5_2590.jpg,5
aug_horizontal_flip_2_1884.jpg,2
aug_horizontal_flip_5_1150.jpg,5
aug_translation_5_2156.jpg,5
aug_translation_2_521.jpg,2
25337.jpg,3
29523.jpg,0
29958.jpg,3
28739.jpg,3
aug_translation_0_3194.jpg,0
20438.jpg,2
23582.jpg,2
aug_translation_2_720.jpg,2
27556.jpg,2
aug_translation_0_1324.jpg,0
8243.jpg,3
16927.jpg,4
aug_rotation_1_721.jpg,1
27086.jpg,3
28385.jpg,5
aug_horizontal_flip_6_1945.jpg,6
30064.jpg,3
34208.jpg,0
aug_rotation_5_3600.jpg,5
15476.jpg,3
18947.jpg,0
27320.jpg,3
28189.jpg,2
5911.jpg,2
11421.jpg,0
aug_translation_2_1712.jpg,2
8486.jpg,5
20060.jpg,3
3470.jpg,5
13284.jpg,3
5314.jpg,0
27470.jpg,0
25820.jpg,2
2581.jpg,0
aug_translation_6_2571.jpg,6
31576.jpg,6
aug_horizontal_flip_5_4086.jpg,5
17299.jpg,1
10166.jpg,3
3378.jpg,4
26335.jpg,6
1731.jpg,0
25548.jpg,4
aug_translation_6_1767.jpg,6
aug_translation_4_1860.jpg,4
28595.jpg,2
aug_horizontal_flip_0_2558.jpg,0
12440.jpg,2
6578.jpg,3
aug_rotation_2_1902.jpg,2
23017.jpg,0
18359.jpg,0
22683.jpg,3
29639.jpg,6
aug_rotation_5_3870.jpg,5
6199.jpg,5
aug_rotation_5_279.jpg,5
13252.jpg,2
27952.jpg,3
31804.jpg,2
aug_horizontal_flip_2_3208.jpg,2
aug_translation_2_2029.jpg,2
aug_translation_0_3013.jpg,0
20093.jpg,2
23448.jpg,2
20370.jpg,3
33177.jpg,5
34191.jpg,6
aug_rotation_5_51.jpg,5
aug_translation_2_3467.jpg,2
15928.jpg,0
26535.jpg,3
34441.jpg,2
6705.jpg,6
34767.jpg,2
32527.jpg,3
15348.jpg,3
358.jpg,2
14025.jpg,3
31826.jpg,5
27114.jpg,0
6879.jpg,3
27192.jpg,0
aug_translation_5_3012.jpg,5
24878.jpg,4
aug_horizontal_flip_4_2198.jpg,4
9333.jpg,2
aug_rotation_2_2885.jpg,2
aug_horizontal_flip_2_3480.jpg,2
aug_horizontal_flip_5_2129.jpg,5
21843.jpg,5
857.jpg,5
21092.jpg,6
31723.jpg,3
aug_rotation_5_2435.jpg,5
aug_rotation_5_2138.jpg,5
32185.jpg,3
aug_translation_2_86.jpg,2
28170.jpg,3
5512.jpg,0
27983.jpg,6
7031.jpg,2
17107.jpg,2
21241.jpg,5
aug_translation_4_2469.jpg,4
22541.jpg,3
18330.jpg,4
